REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,WEALTH_QUINTILE,Wealth Quintile,SERIES_NAME,Series Name,SERIES_YEAR,Series Year,REGIONAL_GROUP,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,SERIES_CATEGORY,Series Category,SERIES_TYPE,Series Type,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,Age Group of Women,TIME_SINCE_FIRST_BIRTH,Time Since First Birth,DEFINITION,INTERVAL,SERIES_METHOD,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,MODEL,Model Used,country
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2014-06,91.2406191981529,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2014.5,NA,NA,NA,NA,NA,1,NA,NA,86.8923308308961,97.346591626829,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2015-06,89.0293265356996,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2015.5,NA,NA,NA,NA,NA,1,NA,NA,84.3209559364635,95.9620794441299,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2016-06,86.7824596120172,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2016.5,NA,NA,NA,NA,NA,1,NA,NA,81.7649652617072,94.537403286099,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2017-06,85.0752978723915,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2017.5,NA,NA,NA,NA,NA,1,NA,NA,79.7546177371564,93.9048231008244,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2018-06,80.637477626226,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2018.5,NA,NA,NA,NA,NA,1,NA,NA,75.1484351049038,89.6224774410623,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2019-06,78.5643212058636,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2019.5,NA,NA,NA,NA,NA,1,NA,NA,72.8114768574115,88.2484405177702,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2020-06,75.4520862920945,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2020.5,NA,NA,NA,NA,NA,1,NA,NA,69.4271134415714,86.1063051028927,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2021-06,73.5039907628449,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2021.5,NA,NA,NA,NA,NA,1,NA,NA,67.2355253173801,84.9793163120267,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2022-06,73.6342907714025,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2022.5,NA,NA,NA,NA,NA,1,NA,NA,67.0912345251975,86.4768581293039,NA,NA,NA,NA,under_five mortality rate
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,NA,NA,2023-06,68.8192851545085,NA,NA,NA,NA,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,2023.5,NA,NA,NA,NA,NA,1,NA,NA,62.2006706764465,82.2001223071513,NA,NA,NA,NA,under_five mortality rate
